编号ID 	名称	类型	经验	铜钱最小	铜钱最大	荣誉	VIP经验	官员值	影子	体力	元宝	种类最小	种类最大	物品	
1320	梓潼10	1	864	2191	3130	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1321	涪水关1	1	870	2300	3286	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1322	涪水关2	1	870	2300	3286	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1323	涪水关3	1	870	2300	3286	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1324	涪水关4	1	870	2300	3286	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1325	涪水关5	1	870	2300	3286	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1326	涪水关6	1	880	2415	3450	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1327	涪水关7	1	880	2415	3450	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1328	涪水关8	1	880	2415	3450	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1329	涪水关9	1	880	2415	3450	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1330	涪水关10	1	880	2415	3450	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1331	成都1	1	900	2535	3622	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1332	成都2	1	900	2535	3622	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1333	成都3	1	900	2535	3622	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1334	成都4	1	900	2535	3622	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1335	成都5	1	900	2535	3622	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1336	成都6	1	910	2661	3802	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1337	成都7	1	910	2661	3802	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1338	成都8	1	910	2661	3802	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1339	成都9	1	910	2661	3802	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1340	成都10	1	910	2661	3802	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1341	剑阁1	1	912	2794	3992	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1342	剑阁2	1	912	2794	3992	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1343	剑阁3	1	912	2794	3992	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1344	剑阁4	1	912	2794	3992	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1345	剑阁5	1	912	2794	3992	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1346	剑阁6	1	940	2933	4190	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1347	剑阁7	1	940	2933	4190	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1348	剑阁8	1	940	2933	4190	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1349	剑阁9	1	940	2933	4190	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1350	剑阁10	1	940	2933	4190	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1351	葭萌关1	1	945	3078	4398	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1352	葭萌关2	1	945	3078	4398	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1353	葭萌关3	1	945	3078	4398	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1354	葭萌关4	1	945	3078	4398	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1355	葭萌关5	1	945	3078	4398	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1356	葭萌关6	1	948	3231	4616	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1357	葭萌关7	1	948	3231	4616	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1358	葭萌关8	1	948	3231	4616	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1359	葭萌关9	1	948	3231	4616	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1360	葭萌关10	1	948	3231	4616	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1361	汉中1	1	950	3392	4846	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1362	汉中2	1	950	3392	4846	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1363	汉中3	1	950	3392	4846	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1364	汉中4	1	950	3392	4846	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1365	汉中5	1	950	3392	4846	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1366	汉中6	1	970	3561	5088	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1367	汉中7	1	970	3561	5088	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1368	汉中8	1	970	3561	5088	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1369	汉中9	1	970	3561	5088	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1370	汉中10	1	970	3561	5088	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1371	阳平关1	1	980	3739	5342	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1372	阳平关2	1	980	3739	5342	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1373	阳平关3	1	980	3739	5342	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1374	阳平关4	1	980	3739	5342	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1375	阳平关5	1	980	3739	5342	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1376	阳平关6	1	984	3925	5608	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1377	阳平关7	1	984	3925	5608	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1378	阳平关8	1	984	3925	5608	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1379	阳平关9	1	984	3925	5608	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1380	阳平关10	1	984	3925	5608	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1381	长安1	1	1000	4121	5888	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1382	长安2	1	1000	4121	5888	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1383	长安3	1	1000	4121	5888	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1384	长安4	1	1000	4121	5888	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1385	长安5	1	1000	4121	5888	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1386	长安6	1	1010	4327	6182	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1387	长安7	1	1010	4327	6182	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1388	长安8	1	1010	4327	6182	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1389	长安9	1	1010	4327	6182	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1390	长安10	1	1010	4327	6182	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1391	潼关1	1	1032	4543	6490	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1392	潼关2	1	1032	4543	6490	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1393	潼关3	1	1032	4543	6490	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1394	潼关4	1	1032	4543	6490	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1395	潼关5	1	1032	4543	6490	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1396	潼关6	1	1068	4769	6814	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1397	潼关7	1	1068	4769	6814	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1398	潼关8	1	1068	4769	6814	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1399	潼关9	1	1068	4769	6814	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1400	潼关10	1	1068	4769	6814	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1401	宛城1	1	1095	5007	7154	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1402	宛城2	1	1095	5007	7154	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1403	宛城3	1	1095	5007	7154	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1404	宛城4	1	1095	5007	7154	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1405	宛城5	1	1095	5007	7154	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1406	宛城6	1	1104	5257	7510	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1407	宛城7	1	1104	5257	7510	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1408	宛城8	1	1104	5257	7510	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1409	宛城9	1	1104	5257	7510	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1410	宛城10	1	1104	5257	7510	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1411	许昌1	1	1152	5518	7884	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1412	许昌2	1	1152	5518	7884	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1413	许昌3	1	1152	5518	7884	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1414	许昌4	1	1152	5518	7884	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1415	许昌5	1	1152	5518	7884	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1416	许昌6	1	1188	5794	8278	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1417	许昌7	1	1188	5794	8278	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1418	许昌8	1	1188	5794	8278	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1419	许昌9	1	1188	5794	8278	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1420	许昌10	1	1188	5794	8278	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1421	虎牢关1	1	1224	6083	8690	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1422	虎牢关2	1	1224	6083	8690	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1423	虎牢关3	1	1224	6083	8690	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1424	虎牢关4	1	1224	6083	8690	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1425	虎牢关5	1	1224	6083	8690	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1426	虎牢关6	1	1245	6386	9124	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1427	虎牢关7	1	1245	6386	9124	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1428	虎牢关8	1	1245	6386	9124	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1429	虎牢关9	1	1245	6386	9124	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1430	虎牢关10	1	1245	6386	9124	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1431	洛阳1	1	1395	6706	9580	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1432	洛阳2	1	1395	6706	9580	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1433	洛阳3	1	1395	6706	9580	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1434	洛阳4	1	1395	6706	9580	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1435	洛阳5	1	1395	6706	9580	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1436	洛阳6	1	1545	7040	10058	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1437	洛阳7	1	1545	7040	10058	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1438	洛阳8	1	1545	7040	10058	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1439	洛阳9	1	1545	7040	10058	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1440	洛阳10	1	1545	7040	10058	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1441	1	7	0	1500	1500	0	0	0	0	0	0	1	1	"(9001,100,1,1)"	
1442	2	7	0	1500	1500	0	0	0	0	0	0	2	2	"(6001,100,1,1)(6006,100,1,1)"	
1443	3	7	0	1500	1500	0	0	0	0	0	0	3	3	"(1003,100,1,1)(9001,100,2,2)(6004,100,1,1)"	
1444	4	7	0	1500	1500	0	0	0	1	0	0	3	3	"(5001,100,1,1)(4001,100,1,1)(6004,100,1,1)"	
1445	5	7	0	1500	1500	0	0	0	0	0	0	4	4	"(6001,100,1,1)(9001,100,2,2)(4001,100,1,1)(6006,100,1,1)"	
1446	6	7	0	1500	1500	0	0	0	0	0	0	4	4	"(5001,100,1,1)(6001,100,2,2)(4001,100,1,1)(6006,100,1,1)"	
1447	7	7	0	3000	3000	0	0	0	0	0	0	4	4	"(9001,100,1,1)(5001,100,1,1)(6001,100,1,1)(6006,100,2,2)"	
1448	8	7	0	3000	3000	0	0	0	0	0	0	4	4	"(6001,100,1,1)(9001,100,2,2)(5001,100,1,1)(6006,100,1,1)"	
1449	9	7	0	3000	3000	0	0	0	0	0	0	4	4	"(1003,100,2,2)(31019,100,1,1)(9001,100,1,1)(6006,100,1,1)"	
1450	10	7	0	3000	3000	0	0	0	0	0	0	4	4	"(9001,100,3,3)(6004,100,2,2)(1003,100,3,3)(27001,100,1,1)"	
1451	1	5	0	0	0	0	0	0	0	0	0	1	1	"(8026,100,1,1)"	
1452	2	6	0	20000	20000	0	0	0	0	0	0	0	0		
1453	5	6	0	20000	20000	0	0	0	0	0	0	3	3	"(4001,100,1,1)(6001,100,1,1)(6006,100,1,1)"	
1454	10	6	0	40000	40000	0	0	0	0	3	50	2	2	"(1003,100,5,5)(2082,100,3,3)"	
1455	20	6	0	40000	40000	0	0	0	0	5	100	2	2	"(1003,100,10,10)(2082,100,3,3)"	
1456	32	6	0	40000	40000	0	0	0	0	5	150	5	5	"(6002,100,1,1)(1003,100,20,20)(2082,100,4,4)(2084,100,4,4)(6004,100,1,1)"	
1457	10	8	0	0	0	0	0	0	0	0	0	1	1	"(9001,100,3,3)"	
1458	30	8	0	0	0	0	0	0	0	0	0	3	3	"(4001,100,1,1)(6001,100,3,3)(6006,100,2,2)"	
1459	50	8	0	0	0	0	0	0	0	3	0	1	1	"(5001,100,2,2)"	
1460	70	8	0	0	0	0	0	0	1	5	0	2	2	"(6001,100,2,2)(31011,100,1,1)"	
1461	100	8	0	0	0	0	0	0	1	5	0	4	4	"(6002,100,2,2)(1003,100,2,2)(27001,100,1,1)(6004,100,1,1)"	
1462	1	4	0	1000	1000	0	0	0	0	0	0	4	4	"(8010,100,1,1)(8011,100,1,1)(8002,100,1,1)(8038,100,1,1)"	
1463	10	4	0	5000	5000	0	0	0	0	0	0	5	5	"(4001,100,2,2)(9001,100,2,2)(6001,100,1,1)(8003,100,1,1)(6006,100,1,1)"	
1464	20	4	0	10000	10000	0	0	0	0	0	0	5	5	"(4001,100,4,4)(9001,100,4,4)(6001,100,2,2)(8004,100,1,1)(6006,100,2,2)"	
1465	30	4	0	30000	30000	0	0	0	0	0	0	5	5	"(4001,100,8,8)(9001,100,8,8)(6001,100,4,4)(8005,100,1,1)(6006,100,4,4)"	
1466	40	4	0	50000	50000	0	0	0	0	0	0	5	5	"(4001,100,10,10)(9001,100,10,10)(6002,100,3,3)(8006,100,1,1)(6004,100,1,1)"	
1467	50	4	0	100000	100000	0	0	0	0	0	0	5	5	"(4001,100,14,14)(9001,100,14,14)(6002,100,6,6)(8007,100,1,1)(6004,100,2,2)"	
1468	60	4	0	120000	120000	0	0	0	0	0	0	5	5	"(4001,100,20,20)(9001,100,20,20)(6002,100,8,8)(8027,100,1,1)(6004,100,4,4)"	
1469	1	4	0	0	0	0	0	0	0	0	0	5	5	"(1101,100,1,1)(1201,100,1,1)(1301,100,1,1)(1401,100,1,1)(1501,100,1,1)"	
1470	1	4	0	0	0	0	0	0	0	0	0	5	5	"(1151,100,1,1)(1251,100,1,1)(1351,100,1,1)(1451,100,1,1)(1551,100,1,1)"	
1471	1	4	0	0	0	0	0	0	0	0	0	5	5	"(9001,100,5,5)(1001,100,5,5)(4001,100,5,5)(5001,100,5,5)(25001,100,5,5)"	
1472	1	4	0	0	0	0	0	0	0	0	0	4	4	"(6001,100,10,10)(6002,100,5,5)(6003,100,1,1)(9002,100,3,3)"	
1473	1	4	0	0	0	0	0	0	0	0	0	5	5	"(2082,100,2,2)(6003,100,5,5)(1154,100,1,1)(9001,100,5,5)(5001,10,5,5)"	
1474	1	4	0	0	0	0	0	0	0	0	0	5	5	"(1154,100,1,1)(1254,100,1,1)(1354,100,1,1)(1454,100,1,1)(1554,100,1,1)"	
1475	VIP1礼包	4	0	0	0	0	0	0	0	0	0	4	4	"(6002,100,1,1)(9001,100,2,2)(1001,100,5,5)(6004,100,1,1)"	
1476	VIP2礼包	4	0	0	0	0	0	0	0	0	0	4	4	"(6002,100,2,2)(9001,100,20,20)(1003,100,15,15)(6004,100,2,2)"	
1477	VIP3礼包	4	0	0	0	0	0	0	0	0	0	4	4	"(6003,100,1,1)(9001,100,20,20)(1003,100,6,6)(6005,100,1,1)"	
1478	VIP4礼包	4	0	0	0	0	0	0	0	0	0	4	4	"(6003,100,2,2)(9001,100,40,40)(1003,100,30,30)(6005,100,1,1)"	
1479	VIP5礼包	4	0	0	0	0	0	0	0	0	0	4	4	"(6003,100,5,5)(9001,100,60,60)(1003,100,105,105)(6005,100,5,5)"	
1480	VIP6礼包	4	0	0	0	0	0	0	0	0	0	2	2	"(6003,100,30,30)(9001,100,80,80)"	
1481	VIP7礼包	4	0	0	0	0	0	0	0	0	0	2	2	"(6005,100,40,40)(9001,100,200,200)"	
1482	VIP8礼包	4	0	0	0	0	0	0	0	0	0	3	3	"(6003,100,50,50)(9001,100,200,200)(1003,100,350,350)"	
1483	VIP9礼包	4	0	0	0	0	0	0	0	0	0	4	4	"(6003,100,35,35)(9001,100,300,300)(1003,100,700,700)(6005,100,15,15)"	
1484	VIP10礼包	4	0	0	0	0	0	0	0	0	0	4	4	"(6003,100,50,50)(9001,100,500,500)(1003,100,1200,1200)(6005,100,20,20)"	
