编号ID 	物品	最少	最多
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52240	0	0	0
0	3	680	680
0	2	303	303
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52241	0	0	0
0	3	680	680
0	2	303	303
0	30001	1	1
0	30007	1	2
52242	0	0	0
0	3	700	700
0	2	303	303
0	30001	1	1
0	30007	1	2
52243	0	0	0
0	3	700	700
0	2	303	303
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52244	0	0	0
0	3	700	700
0	2	303	303
0	30001	1	1
0	30007	1	2
52245	0	0	0
0	3	700	700
0	2	303	303
0	30001	1	1
0	30007	1	2
52246	0	0	0
0	3	700	700
0	2	303	303
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52247	0	0	0
0	3	708	708
0	2	303	303
0	30001	1	1
0	30007	1	2
52248	0	0	0
0	3	708	708
0	2	303	303
0	30001	1	1
0	30007	1	2
52249	0	0	0
0	3	708	708
0	2	303	303
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52250	0	0	0
0	3	708	708
0	2	303	303
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52251	0	0	0
0	3	708	708
0	2	303	303
0	30006	1	1
0	30007	1	2
52252	0	0	0
0	3	710	710
0	2	303	303
0	30006	1	1
0	30007	1	2
52253	0	0	0
0	3	710	710
0	2	303	303
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52254	0	0	0
0	3	710	710
0	2	303	303
0	30006	1	1
0	30007	1	2
52255	0	0	0
0	3	710	710
0	2	303	303
0	30006	1	1
0	30007	1	2
52256	0	0	0
0	3	710	710
0	2	306	306
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52257	0	0	0
0	3	740	740
0	2	306	306
0	30006	1	1
0	30007	1	2
52258	0	0	0
0	3	740	740
0	2	306	306
0	30006	1	1
0	30007	1	2
52259	0	0	0
0	3	740	740
0	2	306	306
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52260	0	0	0
0	3	740	740
0	2	306	306
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52261	0	0	0
0	3	740	740
0	2	321	321
0	30001	1	1
0	30007	1	2
52262	0	0	0
0	3	744	744
0	2	321	321
0	30001	1	1
0	30007	1	2
52263	0	0	0
0	3	744	744
0	2	321	321
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52264	0	0	0
0	3	744	744
0	2	321	321
0	30001	1	1
0	30007	1	2
52265	0	0	0
0	3	744	744
0	2	321	321
0	30001	1	1
0	30007	1	2
52266	0	0	0
0	3	744	744
0	2	337	337
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52267	0	0	0
0	3	750	750
0	2	337	337
0	30001	1	1
0	30007	1	2
52268	0	0	0
0	3	750	750
0	2	337	337
0	30001	1	1
0	30007	1	2
52269	0	0	0
0	3	750	750
0	2	337	337
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52270	0	0	0
0	3	750	750
0	2	337	337
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52271	0	0	0
0	3	750	750
0	2	354	354
0	30001	1	1
0	30007	1	2
52272	0	0	0
0	3	770	770
0	2	354	354
0	30001	1	1
0	30007	1	2
52273	0	0	0
0	3	770	770
0	2	354	354
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52274	0	0	0
0	3	770	770
0	2	354	354
0	30001	1	1
0	30007	1	2
52275	0	0	0
0	3	770	770
0	2	354	354
0	30001	1	1
0	30007	1	2
52276	0	0	0
0	3	770	770
0	2	371	371
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52277	0	0	0
0	3	780	780
0	2	371	371
0	30001	1	1
0	30007	1	2
52278	0	0	0
0	3	780	780
0	2	371	371
0	30001	1	1
0	30007	1	2
52279	0	0	0
0	3	780	780
0	2	371	371
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52280	0	0	0
0	3	780	780
0	2	371	371
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52281	0	0	0
0	3	780	780
0	2	390	390
0	30006	1	1
0	30007	1	2
52282	0	0	0
0	3	792	792
0	2	390	390
0	30006	1	1
0	30007	1	2
52283	0	0	0
0	3	792	792
0	2	390	390
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52284	0	0	0
0	3	792	792
0	2	390	390
0	30006	1	1
0	30007	1	2
52285	0	0	0
0	3	792	792
0	2	390	390
0	30006	1	1
0	30007	1	2
52286	0	0	0
0	3	792	792
0	2	409	409
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52287	0	0	0
0	3	795	795
0	2	409	409
0	30006	1	1
0	30007	1	2
52288	0	0	0
0	3	795	795
0	2	409	409
0	30006	1	1
0	30007	1	2
52289	0	0	0
0	3	795	795
0	2	409	409
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52290	0	0	0
0	3	795	795
0	2	409	409
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52291	0	0	0
0	3	800	800
0	2	429	429
0	30001	1	1
0	30007	1	2
52292	0	0	0
0	3	800	800
0	2	429	429
0	30001	1	1
0	30007	1	2
52293	0	0	0
0	3	800	800
0	2	429	429
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52294	0	0	0
0	3	800	800
0	2	429	429
0	30001	1	1
0	30007	1	2
52295	0	0	0
0	3	800	800
0	2	429	429
0	30001	1	1
0	30007	1	2
52296	0	0	0
0	3	810	810
0	2	451	451
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52297	0	0	0
0	3	810	810
0	2	451	451
0	30001	1	1
0	30007	1	2
52298	0	0	0
0	3	810	810
0	2	451	451
0	30001	1	1
0	30007	1	2
52299	0	0	0
0	3	810	810
0	2	451	451
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52300	0	0	0
0	3	810	810
0	2	451	451
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52301	0	0	0
0	3	828	828
0	2	451	451
0	30001	1	1
0	30007	1	2
52302	0	0	0
0	3	828	828
0	2	451	451
0	30001	1	1
0	30007	1	2
52303	0	0	0
0	3	828	828
0	2	451	451
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52304	0	0	0
0	3	828	828
0	2	451	451
0	30001	1	1
0	30007	1	2
52305	0	0	0
0	3	828	828
0	2	451	451
0	30001	1	1
0	30007	1	2
52306	0	0	0
0	3	840	840
0	2	451	451
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52307	0	0	0
0	3	840	840
0	2	451	451
0	30001	1	1
0	30007	1	2
52308	0	0	0
0	3	840	840
0	2	451	451
0	30001	1	1
0	30007	1	2
52309	0	0	0
0	3	840	840
0	2	451	451
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52310	0	0	0
0	3	840	840
0	2	451	451
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52311	0	0	0
0	3	850	850
0	2	451	451
0	30006	1	1
0	30007	1	2
52312	0	0	0
0	3	850	850
0	2	451	451
0	30006	1	1
0	30007	1	2
52313	0	0	0
0	3	850	850
0	2	451	451
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52314	0	0	0
0	3	850	850
0	2	451	451
0	30006	1	1
0	30007	1	2
52315	0	0	0
0	3	850	850
0	2	451	451
0	30006	1	1
0	30007	1	2
52316	0	0	0
0	3	864	864
0	2	460	460
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52317	0	0	0
0	3	864	864
0	2	460	460
0	30006	1	1
0	30007	1	2
52318	0	0	0
0	3	864	864
0	2	460	460
0	30006	1	1
0	30007	1	2
52319	0	0	0
0	3	864	864
0	2	460	460
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52320	0	0	0
0	3	864	864
0	2	460	460
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52321	0	0	0
0	3	870	870
0	2	460	460
0	30001	1	1
0	30007	1	2
52322	0	0	0
0	3	870	870
0	2	460	460
0	30001	1	1
0	30007	1	2
52323	0	0	0
0	3	870	870
0	2	460	460
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52324	0	0	0
0	3	870	870
0	2	460	460
0	30001	1	1
0	30007	1	2
52325	0	0	0
0	3	870	870
0	2	460	460
0	30001	1	1
0	30007	1	2
52326	0	0	0
0	3	880	880
0	2	483	483
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52327	0	0	0
0	3	880	880
0	2	483	483
0	30001	1	1
0	30007	1	2
52328	0	0	0
0	3	880	880
0	2	483	483
0	30001	1	1
0	30007	1	2
52329	0	0	0
0	3	880	880
0	2	483	483
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52330	0	0	0
0	3	880	880
0	2	483	483
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52331	0	0	0
0	3	900	900
0	2	507	507
0	30001	1	1
0	30007	1	2
52332	0	0	0
0	3	900	900
0	2	507	507
0	30001	1	1
0	30007	1	2
52333	0	0	0
0	3	900	900
0	2	507	507
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52334	0	0	0
0	3	900	900
0	2	507	507
0	30001	1	1
0	30007	1	2
52335	0	0	0
0	3	900	900
0	2	507	507
0	30001	1	1
0	30007	1	2
52336	0	0	0
0	3	910	910
0	2	532	532
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52337	0	0	0
0	3	910	910
0	2	532	532
0	30001	1	1
0	30007	1	2
52338	0	0	0
0	3	910	910
0	2	532	532
0	30001	1	1
0	30007	1	2
52339	0	0	0
0	3	910	910
0	2	532	532
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52340	0	0	0
0	3	910	910
0	2	532	532
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52341	0	0	0
0	3	912	912
0	2	558	558
0	30006	1	1
0	30007	1	2
52342	0	0	0
0	3	912	912
0	2	558	558
0	30006	1	1
0	30007	1	2
52343	0	0	0
0	3	912	912
0	2	558	558
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52344	0	0	0
0	3	912	912
0	2	558	558
0	30006	1	1
0	30007	1	2
52345	0	0	0
0	3	912	912
0	2	558	558
0	30006	1	1
0	30007	1	2
52346	0	0	0
0	3	940	940
0	2	586	586
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52347	0	0	0
0	3	940	940
0	2	586	586
0	30006	1	1
0	30007	1	2
52348	0	0	0
0	3	940	940
0	2	586	586
0	30006	1	1
0	30007	1	2
52349	0	0	0
0	3	940	940
0	2	586	586
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52350	0	0	0
0	3	940	940
0	2	586	586
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52351	0	0	0
0	3	945	945
0	2	615	615
0	30001	1	1
0	30007	1	2
52352	0	0	0
0	3	945	945
0	2	615	615
0	30001	1	1
0	30007	1	2
52353	0	0	0
0	3	945	945
0	2	615	615
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52354	0	0	0
0	3	945	945
0	2	615	615
0	30001	1	1
0	30007	1	2
52355	0	0	0
0	3	945	945
0	2	615	615
0	30001	1	1
0	30007	1	2
52356	0	0	0
0	3	948	948
0	2	646	646
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52357	0	0	0
0	3	948	948
0	2	646	646
0	30001	1	1
0	30007	1	2
52358	0	0	0
0	3	948	948
0	2	646	646
0	30001	1	1
0	30007	1	2
52359	0	0	0
0	3	948	948
0	2	646	646
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52360	0	0	0
0	3	948	948
0	2	646	646
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52361	0	0	0
0	3	950	950
0	2	678	678
0	30001	1	1
0	30007	1	2
52362	0	0	0
0	3	950	950
0	2	678	678
0	30001	1	1
0	30007	1	2
52363	0	0	0
0	3	950	950
0	2	678	678
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52364	0	0	0
0	3	950	950
0	2	678	678
0	30001	1	1
0	30007	1	2
52365	0	0	0
0	3	950	950
0	2	678	678
0	30001	1	1
0	30007	1	2
52366	0	0	0
0	3	970	970
0	2	712	712
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52367	0	0	0
0	3	970	970
0	2	712	712
0	30001	1	1
0	30007	1	2
52368	0	0	0
0	3	970	970
0	2	712	712
0	30001	1	1
0	30007	1	2
52369	0	0	0
0	3	970	970
0	2	712	712
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52370	0	0	0
0	3	970	970
0	2	712	712
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52371	0	0	0
0	3	980	980
0	2	747	747
0	30006	1	1
0	30007	1	2
52372	0	0	0
0	3	980	980
0	2	747	747
0	30006	1	1
0	30007	1	2
52373	0	0	0
0	3	980	980
0	2	747	747
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52374	0	0	0
0	3	980	980
0	2	747	747
0	30006	1	1
0	30007	1	2
52375	0	0	0
0	3	980	980
0	2	747	747
0	30006	1	1
0	30007	1	2
52376	0	0	0
0	3	984	984
0	2	785	785
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52377	0	0	0
0	3	984	984
0	2	785	785
0	30006	1	1
0	30007	1	2
52378	0	0	0
0	3	984	984
0	2	785	785
0	30006	1	1
0	30007	1	2
52379	0	0	0
0	3	984	984
0	2	785	785
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52380	0	0	0
0	3	984	984
0	2	785	785
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52381	0	0	0
0	3	1000	1000
0	2	824	824
0	30001	1	1
0	30007	1	2
52382	0	0	0
0	3	1000	1000
0	2	824	824
0	30001	1	1
0	30007	1	2
52383	0	0	0
0	3	1000	1000
0	2	824	824
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52384	0	0	0
0	3	1000	1000
0	2	824	824
0	30001	1	1
0	30007	1	2
52385	0	0	0
0	3	1000	1000
0	2	824	824
0	30001	1	1
0	30007	1	2
52386	0	0	0
0	3	1010	1010
0	2	865	865
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52387	0	0	0
0	3	1010	1010
0	2	865	865
0	30001	1	1
0	30007	1	2
52388	0	0	0
0	3	1010	1010
0	2	865	865
0	30001	1	1
0	30007	1	2
52389	0	0	0
0	3	1010	1010
0	2	865	865
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52390	0	0	0
0	3	1010	1010
0	2	865	865
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52391	0	0	0
0	3	1032	1032
0	2	908	908
0	30001	1	1
0	30007	1	2
52392	0	0	0
0	3	1032	1032
0	2	908	908
0	30001	1	1
0	30007	1	2
52393	0	0	0
0	3	1032	1032
0	2	908	908
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52394	0	0	0
0	3	1032	1032
0	2	908	908
0	30001	1	1
0	30007	1	2
52395	0	0	0
0	3	1032	1032
0	2	908	908
0	30001	1	1
0	30007	1	2
52396	0	0	0
0	3	1068	1068
0	2	953	953
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52397	0	0	0
0	3	1068	1068
0	2	953	953
0	30001	1	1
0	30007	1	2
52398	0	0	0
0	3	1068	1068
0	2	953	953
0	30001	1	1
0	30007	1	2
52399	0	0	0
0	3	1068	1068
0	2	953	953
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52400	0	0	0
0	3	1068	1068
0	2	953	953
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52401	0	0	0
0	3	1095	1095
0	2	1001	1001
0	30006	1	1
0	30007	1	2
52402	0	0	0
0	3	1095	1095
0	2	1001	1001
0	30006	1	1
0	30007	1	2
52403	0	0	0
0	3	1095	1095
0	2	1001	1001
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52404	0	0	0
0	3	1095	1095
0	2	1001	1001
0	30006	1	1
0	30007	1	2
52405	0	0	0
0	3	1095	1095
0	2	1001	1001
0	30006	1	1
0	30007	1	2
52406	0	0	0
0	3	1104	1104
0	2	1051	1051
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52407	0	0	0
0	3	1104	1104
0	2	1051	1051
0	30006	1	1
0	30007	1	2
52408	0	0	0
0	3	1104	1104
0	2	1051	1051
0	30006	1	1
0	30007	1	2
52409	0	0	0
0	3	1104	1104
0	2	1051	1051
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52410	0	0	0
0	3	1104	1104
0	2	1051	1051
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52411	0	0	0
0	3	1152	1152
0	2	1076	1076
0	30001	1	1
0	30007	1	2
52412	0	0	0
0	3	1152	1152
0	2	1076	1076
0	30001	1	1
0	30007	1	2
52413	0	0	0
0	3	1152	1152
0	2	1076	1076
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52414	0	0	0
0	3	1152	1152
0	2	1076	1076
0	30001	1	1
0	30007	1	2
52415	0	0	0
0	3	1152	1152
0	2	1076	1076
0	30001	1	1
0	30007	1	2
52416	0	0	0
0	3	1188	1188
0	2	1129	1129
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52417	0	0	0
0	3	1188	1188
0	2	1129	1129
0	30001	1	1
0	30007	1	2
52418	0	0	0
0	3	1188	1188
0	2	1129	1129
0	30001	1	1
0	30007	1	2
52419	0	0	0
0	3	1188	1188
0	2	1129	1129
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52420	0	0	0
0	3	1188	1188
0	2	1129	1129
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52421	0	0	0
0	3	1224	1224
0	2	1155	1155
0	30001	1	1
0	30007	1	2
52422	0	0	0
0	3	1224	1224
0	2	1155	1155
0	30001	1	1
0	30007	1	2
52423	0	0	0
0	3	1224	1224
0	2	1155	1155
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52424	0	0	0
0	3	1224	1224
0	2	1155	1155
0	30001	1	1
0	30007	1	2
52425	0	0	0
0	3	1224	1224
0	2	1155	1155
0	30001	1	1
0	30007	1	2
52426	0	0	0
0	3	1245	1245
0	2	1213	1213
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52427	0	0	0
0	3	1245	1245
0	2	1213	1213
0	30001	1	1
0	30007	1	2
52428	0	0	0
0	3	1245	1245
0	2	1213	1213
0	30001	1	1
0	30007	1	2
52429	0	0	0
0	3	1245	1245
0	2	1213	1213
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52430	0	0	0
0	3	1245	1245
0	2	1213	1213
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52431	0	0	0
0	3	1395	1395
0	2	1240	1240
0	30006	1	1
0	30007	1	2
52432	0	0	0
0	3	1395	1395
0	2	1240	1240
0	30006	1	1
0	30007	1	2
52433	0	0	0
0	3	1395	1395
0	2	1240	1240
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52434	0	0	0
0	3	1395	1395
0	2	1240	1240
0	30006	1	1
0	30007	1	2
52435	0	0	0
0	3	1395	1395
0	2	1240	1240
0	30006	1	1
0	30007	1	2
52436	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52437	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52438	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52439	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52440	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52441	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52442	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52443	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52444	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52445	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52446	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52447	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52448	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52449	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52450	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52451	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52452	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52453	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52454	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52455	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52456	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52457	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52458	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52459	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52460	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52461	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52462	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52463	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52464	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52465	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52466	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52467	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52468	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52469	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52470	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52471	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52472	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52473	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52474	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52475	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52476	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52477	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52478	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52479	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52480	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52481	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52482	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52483	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52484	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52485	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52486	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52487	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52488	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52489	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52490	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52491	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52492	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52493	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52494	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52495	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52496	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30019	1	2
0	30009	1	2
