编号	设计类型	开启	名称	描述	头像	全身像	卡牌形象	序列帧	星级	品质	等级	类别	类型	生命	攻击	攻速	攻距Min	攻距	速度	人口	生命up	攻击up	技能名称	普通攻击	技能攻击	技能攻击2	技能攻击3	技能CD	普通攻击伤害系数	技能1伤害系数	技能2伤害系数	技能3伤害系数	技能图标	技能品质	长度	宽度	是否能转生	升星等级	获取方式	资质	仇恨范围X(单位：格子)	仇恨范围Y(单位：格子)					
5068	238	1	曹性	无	5055	5055	5055	5055	2	2	1	2	2	9462	1052	100	0	2	300	10	999	102	初级漫天花舞	55223	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5069	239	1	毌丘秀	无	5057	5057	5057	5057	2	2	1	2	2	13491	1238	100	0	2	300	10	1233	76	初级大地狂啸	55224	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5070	240	1	乐就	无	5057	5057	5057	5057	2	2	1	2	2	12079	1146	100	0	2	300	10	957	82	初级天罡拳	55225	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5071	241	1	陈纪	无	5053	5053	5053	5053	2	2	1	2	1	12583	1198	100	0	2	300	10	1140	94	初级冰天雪地	55226	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5072	242	1	刘勋	无	5053	5053	5053	5053	2	2	1	2	1	9964	1138	100	0	2	300	10	963	103	初级漫天花舞	55227	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5073	243	1	梁纲	无	5055	5055	5055	5055	2	2	1	2	2	11935	1128	100	0	2	300	10	934	75	初级大地狂啸	55228	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5074	244	1	袁术	无	5055	5055	5055	5055	2	2	1	2	2	11918	1378	100	0	2	300	10	954	97	初级天罡拳	55229	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5075	245	1	笮融	无	5057	5057	5057	5057	2	2	1	2	2	9577	1186	100	0	2	300	10	1013	93	初级冰天雪地	55230	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5076	246	1	陈横	无	5057	5057	5057	5057	2	2	1	2	2	9712	1192	100	0	2	300	10	928	82	初级漫天花舞	55231	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5077	247	1	刘繇	无	5053	5053	5053	5053	2	2	1	2	1	12938	1074	100	0	2	300	10	1104	97	初级大地狂啸	55232	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5078	248	1	穆顺	无	5053	5053	5053	5053	2	2	1	2	1	9801	1208	100	0	2	300	10	967	85	初级天罡拳	55233	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5079	249	1	杨丑	无	5055	5055	5055	5055	2	2	1	2	2	12278	1134	100	0	2	300	10	1123	85	初级冰天雪地	55234	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5080	250	1	刘贤	无	5055	5055	5055	5055	2	2	1	2	2	9491	1254	100	0	2	300	10	1142	97	初级漫天花舞	55235	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5081	251	1	杨欣	无	5057	5057	5057	5057	2	2	1	2	2	9027	1160	100	0	2	300	10	1233	82	初级大地狂啸	55236	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5082	252	1	关彝	无	5057	5057	5057	5057	2	2	1	2	2	10700	1090	100	0	2	300	10	1082	85	初级天罡拳	55237	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5083	253	1	糜芳	无	5053	5053	5053	5053	2	2	1	2	1	9989	1264	100	0	2	300	10	1269	93	初级冰天雪地	55238	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5084	254	1	典满	无	5055	5055	5055	5055	2	2	1	2	2	12060	1312	100	0	2	300	10	1350	96	初级漫天花舞	55239	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5085	255	1	刘岱	无	5057	5057	5057	5057	2	2	1	2	2	9252	1170	100	0	2	300	10	1295	79	初级大地狂啸	55240	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5086	301	1	马谡	无	5086	5086	5086	5086	3	0	1	2	1	19184	2280	100	0	2	300	10	2095	196	初级冰天雪地	55241	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5087	302	1	乐綝	无	5086	5086	5086	5086	3	0	1	2	1	15138	1788	100	0	2	300	10	1998	199	初级漫天花舞	55242	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5088	303	1	马良	无	5088	5088	5088	5088	3	0	1	2	3	17509	1798	50	0	12	300	10	2516	167	初级大地狂啸	55243	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5089	304	1	沮授	无	5088	5088	5088	5088	3	0	1	2	3	21436	2196	50	0	12	300	10	1774	170	初级天罡拳	55244	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5090	305	1	张舞衣	无	5090	5090	5090	5090	3	0	1	2	3	17120	1528	50	0	12	300	10	2009	185	初级冰天雪地	55245	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5091	306	1	辛宪英	无	5090	5090	5090	5090	3	0	1	2	3	16412	1416	50	0	12	300	10	2392	106	初级漫天花舞	55246	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5092	307	1	吴班	无	5092	5092	5092	5092	3	0	1	2	2	21392	1654	100	0	1	300	10	1966	184	初级大地狂啸	55247	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5093	308	1	邓艾	无	5092	5092	5092	5092	3	0	1	2	2	20576	1900	100	0	1	300	10	2516	152	初级天罡拳	55248	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5094	309	1	荀攸	无	5094	5094	5094	5094	3	0	1	2	3	19228	1546	50	0	12	300	10	2533	163	初级冰天雪地	55249	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5095	310	1	蒋琬	无	5094	5094	5094	5094	3	0	1	2	3	18602	2066	50	0	12	300	10	2214	193	初级漫天花舞	55250	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5096	311	1	王修	无	5086	5086	5086	5086	3	0	1	2	1	19705	2188	100	0	2	300	10	2041	167	初级大地狂啸	55251	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5097	312	1	胡烈	无	5086	5086	5086	5086	3	0	1	2	1	14769	1900	100	0	2	300	10	2158	196	初级天罡拳	55252	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5098	313	1	陈珪	无	5088	5088	5088	5088	3	0	1	2	3	20357	2254	50	0	12	300	10	1943	195	初级冰天雪地	55253	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5099	314	1	张邈	无	5088	5088	5088	5088	3	0	1	2	3	15918	1442	50	0	12	300	10	1972	178	初级漫天花舞	55254	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5100	315	1	吴纲	无	5090	5090	5090	5090	3	0	1	2	3	19074	1600	50	0	12	300	10	2152	187	初级大地狂啸	55255	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5101	316	1	诸葛靓	无	5090	5090	5090	5090	3	0	1	2	3	18397	2168	50	0	12	300	10	2261	192	初级天罡拳	55256	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5102	317	1	张缉	无	5092	5092	5092	5092	3	0	1	2	2	16551	2120	100	0	1	300	10	2299	115	初级冰天雪地	55257	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5103	318	1	毌丘甸	无	5092	5092	5092	5092	3	0	1	2	2	19352	2158	100	0	1	300	10	1982	104	初级漫天花舞	55258	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5104	319	1	阎象	无	5094	5094	5094	5094	3	0	1	2	3	20230	1464	50	0	12	300	10	2167	190	初级大地狂啸	55259	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5105	320	1	杨弘	无	5094	5094	5094	5094	3	0	1	2	3	20538	1880	50	0	12	300	10	2598	196	初级天罡拳	55260	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5106	321	1	李丰	无	5086	5086	5086	5086	3	0	1	2	1	16011	1836	100	0	2	300	10	2104	166	初级冰天雪地	55261	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5107	322	1	周昕	无	5086	5086	5086	5086	3	0	1	2	1	19873	1496	100	0	2	300	10	1487	137	初级漫天花舞	55262	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5108	323	1	王肃	无	5088	5088	5088	5088	3	0	1	2	3	21582	2244	50	0	12	300	10	2568	181	初级大地狂啸	55263	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5109	324	1	虞汜	无	5088	5088	5088	5088	3	0	1	2	3	20810	1772	50	0	12	300	10	2429	191	初级天罡拳	55264	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5110	325	1	荀谌	无	5090	5090	5090	5090	3	0	1	2	3	20641	1886	50	0	12	300	10	2594	192	初级冰天雪地	55265	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5111	326	1	辛毘	无	5090	5090	5090	5090	3	0	1	2	3	16599	1442	50	0	12	300	10	2565	188	初级漫天花舞	55266	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5112	327	1	辛评	无	5092	5092	5092	5092	3	0	1	2	2	20606	2280	100	0	1	300	10	1754	163	初级大地狂啸	55267	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5113	328	1	沮鹄	无	5092	5092	5092	5092	3	0	1	2	2	16619	2044	100	0	1	300	10	2517	136	初级天罡拳	55268	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5114	329	1	郭图	无	5094	5094	5094	5094	3	0	1	2	3	14801	2134	50	0	12	300	10	1818	199	初级冰天雪地	55269	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5115	330	1	朱治	无	5094	5094	5094	5094	3	0	1	2	3	18940	2222	50	0	12	300	10	1824	163	初级漫天花舞	55270	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5116	331	1	诸葛乔	无	5086	5086	5086	5086	3	0	1	2	1	14205	1734	100	0	2	300	10	2106	184	初级大地狂啸	55271	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5117	332	1	孙和	无	5086	5086	5086	5086	3	0	1	2	1	17271	1412	100	0	2	300	10	2107	196	初级天罡拳	55272	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5118	333	1	孙休	无	5088	5088	5088	5088	3	0	1	2	3	21697	2234	50	0	12	300	10	2041	181	初级冰天雪地	55273	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5119	334	1	孙静	无	5088	5088	5088	5088	3	0	1	2	3	15768	2098	50	0	12	300	10	2214	152	初级漫天花舞	55274	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5120	335	1	孙登	无	5090	5090	5090	5090	3	0	1	2	3	16622	2176	50	0	12	300	10	1637	158	初级大地狂啸	55275	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5121	336	1	孙亮	无	5090	5090	5090	5090	3	0	1	2	3	16019	1558	50	0	12	300	10	1750	149	初级天罡拳	55276	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5122	337	1	鲁淑	无	5092	5092	5092	5092	3	0	1	2	2	13840	1968	100	0	1	300	10	2071	107	初级冰天雪地	55277	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5123	338	1	许靖	无	5092	5092	5092	5092	3	0	1	2	2	20152	1914	100	0	1	300	10	2340	152	初级漫天花舞	55278	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5124	339	1	孔胄	无	5094	5094	5094	5094	3	0	1	2	3	21260	2002	50	0	12	300	10	2266	174	初级大地狂啸	55279	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5125	340	1	刘琦	无	5094	5094	5094	5094	3	0	1	2	3	17442	1856	50	0	12	300	10	1787	163	初级天罡拳	55280	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5126	341	1	区星	无	5086	5086	5086	5086	3	0	1	2	1	18405	2056	100	0	2	300	10	1498	156	初级冰天雪地	55281	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5127	342	1	蔡瑁	无	5086	5086	5086	5086	3	0	1	2	1	17493	2188	100	0	2	300	10	1404	192	初级漫天花舞	55282	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5128	343	1	党均	无	5088	5088	5088	5088	3	0	1	2	3	17923	1984	50	0	12	300	10	1894	199	初级大地狂啸	55283	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5129	344	1	诸葛瞻	无	5088	5088	5088	5088	3	0	1	2	3	18342	2038	50	0	12	300	10	1661	130	初级天罡拳	55284	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5130	345	1	刘谌	无	5090	5090	5090	5090	3	0	1	2	3	20666	1464	50	0	12	300	10	2202	190	初级冰天雪地	55285	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5131	346	1	夏侯和	无	5090	5090	5090	5090	3	0	1	2	3	16524	1796	50	0	12	300	10	1968	199	初级漫天花舞	55286	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5132	347	1	夏侯惠	无	5092	5092	5092	5092	3	0	1	2	2	13906	1838	100	0	1	300	10	2225	148	初级大地狂啸	55287	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5133	348	1	曹植	无	5092	5092	5092	5092	3	0	1	2	2	17168	2310	100	0	1	300	10	1858	107	初级天罡拳	55288	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5134	349	1	曹髦	无	5094	5094	5094	5094	3	0	1	2	3	13838	2334	50	0	12	300	10	2532	133	初级冰天雪地	55289	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5135	350	1	程武	无	5094	5094	5094	5094	3	0	1	2	3	14420	1618	50	0	12	300	10	2110	163	初级漫天花舞	55290	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5136	351	1	王允	无	5086	5086	5086	5086	3	0	1	2	1	20968	2214	100	0	2	300	10	1913	193	初级大地狂啸	55291	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5137	352	1	王匡	无	5086	5086	5086	5086	3	0	1	2	1	19593	1738	100	0	2	300	10	2077	151	初级天罡拳	55292	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5138	353	1	何晏	无	5088	5088	5088	5088	3	0	1	2	3	16742	1746	50	0	12	300	10	1918	155	初级冰天雪地	55293	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5139	354	1	袁遗	无	5088	5088	5088	5088	3	0	1	2	3	13706	2136	50	0	12	300	10	2196	181	初级漫天花舞	55294	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5140	355	1	桥瑁	无	5090	5090	5090	5090	3	0	1	2	3	20687	2084	50	0	12	300	10	2225	145	初级大地狂啸	55295	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5141	356	1	鲍信	无	5090	5090	5090	5090	3	0	1	2	3	21949	2378	50	0	12	300	10	2340	192	初级天罡拳	55296	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5142	357	1	司马孚	无	5092	5092	5092	5092	3	0	1	2	2	16828	1904	100	0	1	300	10	2522	158	初级冰天雪地	55297	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5143	358	1	司马攸	无	5092	5092	5092	5092	3	0	1	2	2	20306	2152	100	0	1	300	10	2593	138	初级漫天花舞	55298	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5144	359	1	司马朗	无	5094	5094	5094	5094	3	0	1	2	3	19463	1794	50	0	12	300	10	1901	130	初级大地狂啸	55299	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5145	360	1	司马望	无	5094	5094	5094	5094	3	0	1	2	3	20967	1526	50	0	12	300	10	2546	169	初级天罡拳	55300	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5146	361	1	司马炎	无	5092	5092	5092	5092	3	0	1	2	2	13618	1484	100	0	1	300	10	1849	134	初级冰天雪地	55301	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5147	362	1	张任	无	5147	5147	5147	5147	3	0	1	2	3	16149	2172	50	0	12	300	10	1864	192	初级漫天花舞	55302	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5148	363	1	夏侯东	无	5147	5147	5147	5147	3	0	1	2	3	16257	1958	50	0	12	300	10	2054	187	初级大地狂啸	55303	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5149	364	1	曹彰	无	5149	5149	5149	5149	3	0	1	2	2	18293	2138	100	0	1	300	10	1722	146	初级天罡拳	55304	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5150	365	1	张成	无	5149	5149	5149	5149	3	0	1	2	2	19647	1834	100	0	1	300	10	1796	158	初级冰天雪地	55305	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5151	366	1	张毅	无	5151	5151	5151	5151	3	0	1	2	1	14331	1708	100	0	2	300	10	1325	126	初级漫天花舞	55306	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5152	367	1	张苞	无	5151	5151	5151	5151	3	0	1	2	1	21031	2156	100	0	2	300	10	1982	187	初级大地狂啸	55307	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5153	368	1	关索	无	5153	5153	5153	5153	3	0	1	2	2	17022	2292	100	0	1	300	10	1670	150	初级天罡拳	55308	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5154	369	1	陈文	无	5153	5153	5153	5153	3	0	1	2	2	15837	1630	100	0	1	300	10	2543	158	初级冰天雪地	55309	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5155	370	1	潘泽	无	5155	5155	5155	5155	3	0	1	2	2	21916	1742	100	0	1	300	10	1732	139	初级漫天花舞	55310	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5156	371	1	马岱	无	5155	5155	5155	5155	3	0	1	2	2	17847	1764	100	0	1	300	10	1831	162	初级大地狂啸	55311	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5157	372	1	管亥	无	5147	5147	5147	5147	3	0	1	2	3	13727	1640	50	0	12	300	10	2189	167	初级天罡拳	55312	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5158	373	1	韩暹	无	5147	5147	5147	5147	3	0	1	2	3	22439	1958	50	0	12	300	10	1637	169	初级冰天雪地	55313	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5159	374	1	韩忠	无	5149	5149	5149	5149	3	0	1	2	2	19282	2208	100	0	1	300	10	2545	112	初级漫天花舞	55314	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5160	375	1	高升	无	5149	5149	5149	5149	3	0	1	2	2	18133	2116	100	0	1	300	10	1880	149	初级大地狂啸	55315	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5161	376	1	孙仲	无	5151	5151	5151	5151	3	0	1	2	1	21696	1846	100	0	2	300	10	1307	156	初级天罡拳	55316	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5162	377	1	赵弘	无	5151	5151	5151	5151	3	0	1	2	1	16770	2134	100	0	2	300	10	2107	151	初级冰天雪地	55317	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5163	378	1	张曼成	无	5153	5153	5153	5153	3	0	1	2	2	21367	1648	100	0	1	300	10	2176	101	初级漫天花舞	55318	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5164	379	1	程远志	无	5153	5153	5153	5153	3	0	1	2	2	15805	2052	100	0	1	300	10	2328	103	初级大地狂啸	55319	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5165	380	1	邓茂	无	5155	5155	5155	5155	3	0	1	2	2	16936	1934	100	0	1	300	10	2035	139	初级天罡拳	55320	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5166	381	1	刘辟	无	5155	5155	5155	5155	3	0	1	2	2	18145	1948	100	0	1	300	10	2354	126	初级冰天雪地	55321	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5167	382	1	张梁	无	5147	5147	5147	5147	3	0	1	2	3	17584	2338	50	0	12	300	10	2011	193	初级漫天花舞	55322	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5168	383	1	张宝	无	5147	5147	5147	5147	3	0	1	2	3	21438	1422	50	0	12	300	10	1867	152	初级大地狂啸	55323	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5169	384	1	武安国	无	5149	5149	5149	5149	3	0	1	2	2	14320	2184	100	0	1	300	10	1882	140	初级天罡拳	55324	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5170	385	1	臧霸	无	5149	5149	5149	5149	3	0	1	2	2	21808	2218	100	0	1	300	10	2261	142	初级冰天雪地	55325	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5171	386	1	孙观	无	5151	5151	5151	5151	3	0	1	2	1	14278	1652	100	0	2	300	10	1525	137	初级漫天花舞	55326	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5172	387	1	魏续	无	5151	5151	5151	5151	3	0	1	2	1	14210	1708	100	0	2	300	10	1901	192	初级大地狂啸	55327	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5173	388	1	侯成	无	5153	5153	5153	5153	3	0	1	2	2	20412	1770	100	0	1	300	10	1958	125	初级天罡拳	55328	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5174	389	1	宋宪	无	5153	5153	5153	5153	3	0	1	2	2	19005	2176	100	0	1	300	10	1650	158	初级冰天雪地	55329	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5175	390	1	张虎	无	5155	5155	5155	5155	3	0	1	2	2	20286	1650	100	0	1	300	10	1932	130	初级漫天花舞	55330	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5176	391	1	焦彝	无	5155	5155	5155	5155	3	0	1	2	2	20806	1714	100	0	1	300	10	2494	101	初级大地狂啸	55331	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5177	392	1	蒋班	无	5147	5147	5147	5147	3	0	1	2	3	14892	2380	50	0	12	300	10	1621	173	初级天罡拳	55332	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5178	393	1	诸葛诞	无	5147	5147	5147	5147	3	0	1	2	3	15738	1694	50	0	12	300	10	2210	167	初级冰天雪地	55333	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5179	394	1	唐咨	无	5149	5149	5149	5149	3	0	1	2	2	14070	2148	100	0	1	300	10	2290	107	初级漫天花舞	55334	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5180	395	1	文钦	无	5149	5149	5149	5149	3	0	1	2	2	16256	2254	100	0	1	300	10	2100	120	初级大地狂啸	55335	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5181	396	1	文虎	无	5151	5151	5151	5151	3	0	1	2	1	15587	2164	100	0	2	300	10	2052	134	初级天罡拳	55336	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5182	397	1	毌丘俭	无	5151	5151	5151	5151	3	0	1	2	1	16426	1634	100	0	2	300	10	2051	152	初级冰天雪地	55337	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5183	398	1	桥蕤	无	5153	5153	5153	5153	3	0	1	2	2	15033	2314	100	0	1	300	10	1922	150	初级漫天花舞	55338	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5184	399	1	张勋	无	5153	5153	5153	5153	3	0	1	2	2	13959	2020	100	0	1	300	10	1716	149	初级大地狂啸	55339	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5185	400	1	陈兰	无	5155	5155	5155	5155	3	0	1	2	2	19872	1714	100	0	1	300	10	2093	154	初级天罡拳	55340	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5186	401	1	俞涉	无	5155	5155	5155	5155	3	0	1	2	2	18496	1520	100	0	1	300	10	1746	161	初级冰天雪地	55341	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5187	402	1	雷薄	无	5147	5147	5147	5147	3	0	1	2	3	18621	1582	50	0	12	300	10	1711	145	初级漫天花舞	55342	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5188	403	1	张英	无	5147	5147	5147	5147	3	0	1	2	3	20061	2226	50	0	12	300	10	2402	145	初级大地狂啸	55343	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5189	404	1	樊能	无	5149	5149	5149	5149	3	0	1	2	2	15819	2230	100	0	1	300	10	1907	154	初级天罡拳	55344	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5190	405	1	严白虎	无	5149	5149	5149	5149	3	0	1	2	2	22072	1782	100	0	1	300	10	2011	162	初级冰天雪地	55345	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5191	406	1	严舆	无	5151	5151	5151	5151	3	0	1	2	1	21973	1522	100	0	2	300	10	1890	160	初级漫天花舞	55346	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5192	407	1	李典	无	5151	5151	5151	5151	3	0	1	2	1	15070	1400	100	0	2	300	10	1996	178	初级大地狂啸	55347	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5193	408	1	眭固	无	5153	5153	5153	5153	3	0	1	2	2	19230	1740	100	0	1	300	10	1662	144	初级天罡拳	55348	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5194	409	1	张杨	无	5153	5153	5153	5153	3	0	1	2	2	20805	1652	100	0	1	300	10	2234	104	初级冰天雪地	55349	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
