编号ID ,最小,最大,物品,几率,最少,最多
0,0,0,30007,2500,1,2
52017,1,2,0,0,0,0
0,0,0,3,10000,100,100
0,0,0,2,10000,67,67
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52018,1,2,0,0,0,0
0,0,0,3,10000,100,100
0,0,0,2,10000,67,67
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52019,1,2,0,0,0,0
0,0,0,3,10000,100,100
0,0,0,2,10000,70,70
0,0,0,30019,2500,1,2
0,0,0,30009,2500,1,2
0,0,0,30006,2500,1,1
0,0,0,30007,2500,1,2
52020,1,2,0,0,0,0
0,0,0,3,10000,100,100
0,0,0,2,10000,70,70
0,0,0,30019,2500,1,2
0,0,0,30009,2500,1,2
0,0,0,30006,2500,1,1
0,0,0,30007,2500,1,2
52021,1,2,0,0,0,0
0,0,0,3,10000,100,100
0,0,0,2,10000,70,70
0,0,0,30006,4000,1,1
0,0,0,30001,4000,1,1
0,0,0,30007,2000,1,2
52022,1,2,0,0,0,0
0,0,0,3,10000,110,110
0,0,0,2,10000,73,73
0,0,0,30006,4000,1,1
0,0,0,30001,4000,1,1
0,0,0,30007,2000,1,2
52023,1,2,0,0,0,0
0,0,0,3,10000,110,110
0,0,0,2,10000,73,73
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52024,1,2,0,0,0,0
0,0,0,3,10000,110,110
0,0,0,2,10000,73,73
0,0,0,30006,4000,1,1
0,0,0,30001,4000,1,1
0,0,0,30007,2000,1,2
52025,1,2,0,0,0,0
0,0,0,3,10000,140,140
0,0,0,2,10000,76,76
0,0,0,30006,4000,1,1
0,0,0,30001,4000,1,1
0,0,0,30007,2000,1,2
52026,1,2,0,0,0,0
0,0,0,3,10000,140,140
0,0,0,2,10000,76,76
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52027,1,2,0,0,0,0
0,0,0,3,10000,140,140
0,0,0,2,10000,76,76
0,0,0,30006,4000,1,1
0,0,0,30001,4000,1,1
0,0,0,30007,2000,1,2
52028,1,2,0,0,0,0
0,0,0,3,10000,140,140
0,0,0,2,10000,80,80
0,0,0,30006,4000,1,1
0,0,0,30001,4000,1,1
0,0,0,30007,2000,1,2
52029,1,2,0,0,0,0
0,0,0,3,10000,144,144
0,0,0,2,10000,80,80
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52030,1,2,0,0,0,0
0,0,0,3,10000,144,144
0,0,0,2,10000,80,80
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52031,1,2,0,0,0,0
0,0,0,3,10000,144,144
0,0,0,2,10000,84,84
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52032,1,2,0,0,0,0
0,0,0,3,10000,150,150
0,0,0,2,10000,84,84
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52033,1,2,0,0,0,0
0,0,0,3,10000,150,150
0,0,0,2,10000,84,84
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52034,1,2,0,0,0,0
0,0,0,3,10000,150,150
0,0,0,2,10000,84,84
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52035,1,2,0,0,0,0
0,0,0,3,10000,150,150
0,0,0,2,10000,87,87
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52036,1,2,0,0,0,0
0,0,0,3,10000,170,170
0,0,0,2,10000,87,87
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52037,1,2,0,0,0,0
0,0,0,3,10000,170,170
0,0,0,2,10000,87,87
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52038,1,2,0,0,0,0
0,0,0,3,10000,170,170
0,0,0,2,10000,87,87
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52039,1,2,0,0,0,0
0,0,0,3,10000,170,170
0,0,0,2,10000,90,90
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52040,1,2,0,0,0,0
0,0,0,3,10000,180,180
0,0,0,2,10000,90,90
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52041,1,2,0,0,0,0
0,0,0,3,10000,180,180
0,0,0,2,10000,90,90
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52042,1,2,0,0,0,0
0,0,0,3,10000,180,180
0,0,0,2,10000,90,90
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52043,1,2,0,0,0,0
0,0,0,3,10000,180,180
0,0,0,2,10000,95,95
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52044,1,2,0,0,0,0
0,0,0,3,10000,192,192
0,0,0,2,10000,95,95
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52045,1,2,0,0,0,0
0,0,0,3,10000,192,192
0,0,0,2,10000,95,95
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52046,1,2,0,0,0,0
0,0,0,3,10000,192,192
0,0,0,2,10000,95,95
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52047,1,2,0,0,0,0
0,0,0,3,10000,192,192
0,0,0,2,10000,99,99
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52048,1,2,0,0,0,0
0,0,0,3,10000,195,195
0,0,0,2,10000,99,99
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52049,1,2,0,0,0,0
0,0,0,3,10000,195,195
0,0,0,2,10000,99,99
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52050,1,2,0,0,0,0
0,0,0,3,10000,195,195
0,0,0,2,10000,99,99
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52051,1,2,0,0,0,0
0,0,0,3,10000,200,200
0,0,0,2,10000,104,104
0,0,0,30006,4000,1,1
0,0,0,30001,4000,1,1
0,0,0,30007,2000,1,2
52052,1,2,0,0,0,0
0,0,0,3,10000,200,200
0,0,0,2,10000,104,104
0,0,0,30006,4000,1,1
0,0,0,30001,4000,1,1
0,0,0,30007,2000,1,2
52053,1,2,0,0,0,0
0,0,0,3,10000,200,200
0,0,0,2,10000,104,104
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52054,1,2,0,0,0,0
0,0,0,3,10000,200,200
0,0,0,2,10000,104,104
0,0,0,30006,4000,1,1
0,0,0,30001,4000,1,1
0,0,0,30007,2000,1,2
52055,1,2,0,0,0,0
0,0,0,3,10000,210,210
0,0,0,2,10000,108,108
0,0,0,30006,4000,1,1
0,0,0,30001,4000,1,1
0,0,0,30007,2000,1,2
52056,1,2,0,0,0,0
0,0,0,3,10000,210,210
0,0,0,2,10000,108,108
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52057,1,2,0,0,0,0
0,0,0,3,10000,210,210
0,0,0,2,10000,108,108
0,0,0,30006,4000,1,1
0,0,0,30001,4000,1,1
0,0,0,30007,2000,1,2
52058,1,2,0,0,0,0
0,0,0,3,10000,210,210
0,0,0,2,10000,108,108
0,0,0,30006,4000,1,1
0,0,0,30001,4000,1,1
0,0,0,30007,2000,1,2
52059,1,2,0,0,0,0
0,0,0,3,10000,228,228
0,0,0,2,10000,112,112
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52060,1,2,0,0,0,0
0,0,0,3,10000,228,228
0,0,0,2,10000,112,112
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52061,1,2,0,0,0,0
0,0,0,3,10000,228,228
0,0,0,2,10000,112,112
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52062,1,2,0,0,0,0
0,0,0,3,10000,228,228
0,0,0,2,10000,112,112
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52063,1,2,0,0,0,0
0,0,0,3,10000,240,240
0,0,0,2,10000,118,118
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52064,1,2,0,0,0,0
0,0,0,3,10000,240,240
0,0,0,2,10000,118,118
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52065,1,2,0,0,0,0
0,0,0,3,10000,240,240
0,0,0,2,10000,118,118
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52066,1,2,0,0,0,0
0,0,0,3,10000,240,240
0,0,0,2,10000,118,118
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52067,1,2,0,0,0,0
0,0,0,3,10000,250,250
0,0,0,2,10000,124,124
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52068,1,2,0,0,0,0
0,0,0,3,10000,250,250
0,0,0,2,10000,124,124
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52069,1,2,0,0,0,0
0,0,0,3,10000,250,250
0,0,0,2,10000,124,124
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52070,1,2,0,0,0,0
0,0,0,3,10000,250,250
0,0,0,2,10000,124,124
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52071,1,2,0,0,0,0
0,0,0,3,10000,264,264
0,0,0,2,10000,129,129
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52072,1,2,0,0,0,0
0,0,0,3,10000,264,264
0,0,0,2,10000,129,129
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52073,1,2,0,0,0,0
0,0,0,3,10000,264,264
0,0,0,2,10000,129,129
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52074,1,2,0,0,0,0
0,0,0,3,10000,264,264
0,0,0,2,10000,129,129
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52075,1,2,0,0,0,0
0,0,0,3,10000,270,270
0,0,0,2,10000,135,135
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52076,1,2,0,0,0,0
0,0,0,3,10000,270,270
0,0,0,2,10000,135,135
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52077,1,2,0,0,0,0
0,0,0,3,10000,270,270
0,0,0,2,10000,135,135
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52078,1,2,0,0,0,0
0,0,0,3,10000,270,270
0,0,0,2,10000,135,135
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52079,1,2,0,0,0,0
0,0,0,3,10000,280,280
0,0,0,2,10000,141,141
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52080,1,2,0,0,0,0
0,0,0,3,10000,280,280
0,0,0,2,10000,141,141
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52081,1,2,0,0,0,0
0,0,0,3,10000,280,280
0,0,0,2,10000,141,141
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52082,1,2,0,0,0,0
0,0,0,3,10000,280,280
0,0,0,2,10000,141,141
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52083,1,2,0,0,0,0
0,0,0,3,10000,300,300
0,0,0,2,10000,148,148
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52084,1,2,0,0,0,0
0,0,0,3,10000,300,300
0,0,0,2,10000,148,148
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52085,1,2,0,0,0,0
0,0,0,3,10000,300,300
0,0,0,2,10000,148,148
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52086,1,2,0,0,0,0
0,0,0,3,10000,300,300
0,0,0,2,10000,148,148
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52087,1,2,0,0,0,0
0,0,0,3,10000,310,310
0,0,0,2,10000,155,155
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52088,1,2,0,0,0,0
0,0,0,3,10000,310,310
0,0,0,2,10000,155,155
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52089,1,2,0,0,0,0
0,0,0,3,10000,310,310
0,0,0,2,10000,155,155
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52090,1,2,0,0,0,0
0,0,0,3,10000,310,310
0,0,0,2,10000,155,155
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52091,1,2,0,0,0,0
0,0,0,3,10000,312,312
0,0,0,2,10000,162,162
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52092,1,2,0,0,0,0
0,0,0,3,10000,312,312
0,0,0,2,10000,162,162
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52093,1,2,0,0,0,0
0,0,0,3,10000,312,312
0,0,0,2,10000,162,162
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52094,1,2,0,0,0,0
0,0,0,3,10000,312,312
0,0,0,2,10000,162,162
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52095,1,2,0,0,0,0
0,0,0,3,10000,340,340
0,0,0,2,10000,169,169
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52096,1,2,0,0,0,0
0,0,0,3,10000,340,340
0,0,0,2,10000,169,169
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52097,1,2,0,0,0,0
0,0,0,3,10000,340,340
0,0,0,2,10000,169,169
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52098,1,2,0,0,0,0
0,0,0,3,10000,340,340
0,0,0,2,10000,169,169
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52099,1,2,0,0,0,0
0,0,0,3,10000,345,345
0,0,0,2,10000,177,177
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52100,1,2,0,0,0,0
0,0,0,3,10000,345,345
0,0,0,2,10000,177,177
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52101,1,2,0,0,0,0
0,0,0,3,10000,345,345
0,0,0,2,10000,177,177
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52102,1,2,0,0,0,0
0,0,0,3,10000,345,345
0,0,0,2,10000,177,177
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52103,1,2,0,0,0,0
0,0,0,3,10000,348,348
0,0,0,2,10000,177,177
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52104,1,2,0,0,0,0
0,0,0,3,10000,348,348
0,0,0,2,10000,177,177
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52105,1,2,0,0,0,0
0,0,0,3,10000,348,348
0,0,0,2,10000,177,177
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52106,1,2,0,0,0,0
0,0,0,3,10000,348,348
0,0,0,2,10000,177,177
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52107,1,2,0,0,0,0
0,0,0,3,10000,350,350
0,0,0,2,10000,185,185
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52108,1,2,0,0,0,0
0,0,0,3,10000,350,350
0,0,0,2,10000,185,185
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52109,1,2,0,0,0,0
0,0,0,3,10000,350,350
0,0,0,2,10000,185,185
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52110,1,2,0,0,0,0
0,0,0,3,10000,350,350
0,0,0,2,10000,185,185
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52111,1,2,0,0,0,0
0,0,0,3,10000,370,370
0,0,0,2,10000,185,185
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52112,1,2,0,0,0,0
0,0,0,3,10000,370,370
0,0,0,2,10000,185,185
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52113,1,2,0,0,0,0
0,0,0,3,10000,370,370
0,0,0,2,10000,185,185
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52114,1,2,0,0,0,0
0,0,0,3,10000,370,370
0,0,0,2,10000,185,185
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52115,1,2,0,0,0,0
0,0,0,3,10000,380,380
0,0,0,2,10000,185,185
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52116,1,2,0,0,0,0
0,0,0,3,10000,380,380
0,0,0,2,10000,185,185
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52117,1,2,0,0,0,0
0,0,0,3,10000,380,380
0,0,0,2,10000,185,185
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52118,1,2,0,0,0,0
0,0,0,3,10000,380,380
0,0,0,2,10000,185,185
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52119,1,2,0,0,0,0
0,0,0,3,10000,384,384
0,0,0,2,10000,185,185
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52120,1,2,0,0,0,0
0,0,0,3,10000,384,384
0,0,0,2,10000,185,185
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52121,1,2,0,0,0,0
0,0,0,3,10000,384,384
0,0,0,2,10000,185,185
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52122,1,2,0,0,0,0
0,0,0,3,10000,384,384
0,0,0,2,10000,185,185
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52123,1,2,0,0,0,0
0,0,0,3,10000,400,400
0,0,0,2,10000,191,191
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52124,1,2,0,0,0,0
0,0,0,3,10000,400,400
0,0,0,2,10000,191,191
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52125,1,2,0,0,0,0
0,0,0,3,10000,400,400
0,0,0,2,10000,191,191
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52126,1,2,0,0,0,0
0,0,0,3,10000,400,400
0,0,0,2,10000,191,191
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52127,1,2,0,0,0,0
0,0,0,3,10000,410,410
0,0,0,2,10000,191,191
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52128,1,2,0,0,0,0
0,0,0,3,10000,410,410
0,0,0,2,10000,191,191
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52129,1,2,0,0,0,0
0,0,0,3,10000,410,410
0,0,0,2,10000,191,191
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52130,1,2,0,0,0,0
0,0,0,3,10000,410,410
0,0,0,2,10000,191,191
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52131,1,2,0,0,0,0
0,0,0,3,10000,432,432
0,0,0,2,10000,193,193
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52132,1,2,0,0,0,0
0,0,0,3,10000,432,432
0,0,0,2,10000,193,193
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52133,1,2,0,0,0,0
0,0,0,3,10000,432,432
0,0,0,2,10000,193,193
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52134,1,2,0,0,0,0
0,0,0,3,10000,432,432
0,0,0,2,10000,193,193
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52135,1,2,0,0,0,0
0,0,0,3,10000,440,440
0,0,0,2,10000,202,202
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52136,1,2,0,0,0,0
0,0,0,3,10000,440,440
0,0,0,2,10000,202,202
0,0,0,30019,2500,1,2
0,0,0,30009,2500,1,2
0,0,0,30006,2500,1,1
0,0,0,30007,2500,1,2
52137,1,2,0,0,0,0
0,0,0,3,10000,440,440
0,0,0,2,10000,202,202
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52138,1,2,0,0,0,0
0,0,0,3,10000,440,440
0,0,0,2,10000,202,202
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52139,1,2,0,0,0,0
0,0,0,3,10000,450,450
0,0,0,2,10000,213,213
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52140,1,2,0,0,0,0
0,0,0,3,10000,450,450
0,0,0,2,10000,213,213
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52141,1,2,0,0,0,0
0,0,0,3,10000,450,450
0,0,0,2,10000,213,213
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52142,1,2,0,0,0,0
0,0,0,3,10000,450,450
0,0,0,2,10000,213,213
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52143,1,2,0,0,0,0
0,0,0,3,10000,468,468
0,0,0,2,10000,213,213
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52144,1,2,0,0,0,0
0,0,0,3,10000,468,468
0,0,0,2,10000,213,213
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52145,1,2,0,0,0,0
0,0,0,3,10000,468,468
0,0,0,2,10000,213,213
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52146,1,2,0,0,0,0
0,0,0,3,10000,468,468
0,0,0,2,10000,213,213
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52147,1,2,0,0,0,0
0,0,0,3,10000,470,470
0,0,0,2,10000,213,213
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52148,1,2,0,0,0,0
0,0,0,3,10000,470,470
0,0,0,2,10000,213,213
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52149,1,2,0,0,0,0
0,0,0,3,10000,470,470
0,0,0,2,10000,213,213
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52150,1,2,0,0,0,0
0,0,0,3,10000,470,470
0,0,0,2,10000,213,213
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52151,1,2,0,0,0,0
0,0,0,3,10000,480,480
0,0,0,2,10000,224,224
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52152,1,2,0,0,0,0
0,0,0,3,10000,480,480
0,0,0,2,10000,224,224
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52153,1,2,0,0,0,0
0,0,0,3,10000,480,480
0,0,0,2,10000,224,224
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52154,1,2,0,0,0,0
0,0,0,3,10000,480,480
0,0,0,2,10000,224,224
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52155,1,2,0,0,0,0
0,0,0,3,10000,495,495
0,0,0,2,10000,224,224
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52156,1,2,0,0,0,0
0,0,0,3,10000,495,495
0,0,0,2,10000,224,224
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52157,1,2,0,0,0,0
0,0,0,3,10000,495,495
0,0,0,2,10000,224,224
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52158,1,2,0,0,0,0
0,0,0,3,10000,495,495
0,0,0,2,10000,224,224
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52159,1,2,0,0,0,0
0,0,0,3,10000,500,500
0,0,0,2,10000,224,224
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52160,1,2,0,0,0,0
0,0,0,3,10000,500,500
0,0,0,2,10000,224,224
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52161,1,2,0,0,0,0
0,0,0,3,10000,500,500
0,0,0,2,10000,224,224
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52162,1,2,0,0,0,0
0,0,0,3,10000,500,500
0,0,0,2,10000,224,224
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52163,1,2,0,0,0,0
0,0,0,3,10000,504,504
